100065;[75107,75116,75112,75105,75102,75109,75120,75104,75117,75106,75119,75114,75103,75110,75108,75113,75118,75111,75115,75101,92002,92004,92007,92009,92012,92014,92019,92020,92022,92023,92024,92025,92026,92032,92033,92035,92036,92040,92044,92046,92047,92048,92049,92050,92051,92060,92062,92063,92064,92071,92072,92073,92075,92076,92077,92078]
100066;[75120,94067]
100067;[75103,94021]
100068;[75113,94041,75105,94018,75114]
100069;[75104,94033,94046,75120,94069]
100070;[75120,94067,75112,94033,94052,94080,94058,75111,94042,94046]
100071;[75102,94019,94076,75114,94071,94056,75107,94079,94074,75120]
100072;[75114,94037,75113,75106,75115,75105,75101,94043,94041,75107,75102,94003,94016,94038,94076,94021,75108,94065,94073,75110]
100073;[75111,94021,94058,94056,94059,75116,94077,94001,94046,94055,94016,94065,94070,94079,94034,94073,94067,94018,94053,94081]
100074;[75107,75116,75112,75105,75102,75109,75120,75104,75117,75106,75119,75114,75103,75110,75108,75113,75118,75111,75115,75101,94001,94002,94003,94004,94011,94015,94016,94017,94018,94019,94021,94022,94028,94033,94034,94037,94038,94041,94042,94043,94044,94046,94047,94048,94052,94053,94054,94055,94056,94058,94059,94060,94065,94067,94068,94069,94070,94071,94073,94074,94075,94076,94077,94078,94079,94080,94081]
100075;[92024,93070]
100076;[92033,93070]
100077;[92024,93070,93066,93072,93001]
100078;[92050,93073,93066,92007,93029]
100079;[92024,93070,93066,93059,93079,93039,93027,93072,92078,93031]
100080;[92072,93031,92032,93029,93001,93015,93027,92050,93061,93010]
100081;[92078,93039,93066,93072,93031,93059,93070,93079,93027,93001,93008,93010,93055,93045,93053,93063,93029,92036,93030,92025]
100082;[92004,93006,93045,93050,93064,92024,92049,93014,92046,93049,92073,93033,93051,92019,92014,93062,93055,92075,93061,93053]
100083;[92002,92004,92007,92009,92012,92014,92019,92020,92022,92023,92024,92025,92026,92032,92033,92035,92036,92040,92044,92046,92047,92048,92049,92050,92051,92060,92062,92063,92064,92071,92072,92073,92075,92076,92077,92078,93001,93005,93006,93007,93008,93010,93013,93014,93015,93027,93029,93030,93031,93032,93033,93039,93045,93046,93047,93048,93049,93050,93051,93053,93055,93057,93059,93061,93062,93063,93064,93066,93070,93071,93072,93073,93074,93077,93078,93079]
100084;[93064,94033]
100085;[93013,94028]
100086;[93049,94033,94080,93064,93050]
100087;[93073,94018,93015,93061,93055]
100088;[93064,94033,93049,94058,93077,93032,93062,93053,94052,94017]
100089;[93029,94003,94021,93057,93050,94071,93010,93046,93006,94067]
100090;[93048,94033,94058,94067,93049,93064,93050,93063,93053,93010,93033,94015,93057,93006,93032,93047,93046,93077,93008,94052]
100091;[93033,94069,94004,94028,93074,94017,94002,93006,93077,94070,94067,94037,93072,94044,94011,94065,94038,93057,93073,93039]
100092;[93001,93005,93006,93007,93008,93010,93013,93014,93015,93027,93029,93030,93031,93032,93033,93039,93045,93046,93047,93048,93049,93050,93051,93053,93055,93057,93059,93061,93062,93063,93064,93066,93070,93071,93072,93073,93074,93077,93078,93079,94001,94002,94003,94004,94011,94015,94016,94017,94018,94019,94021,94022,94028,94033,94034,94037,94038,94041,94042,94043,94044,94046,94047,94048,94052,94053,94054,94055,94056,94058,94059,94060,94065,94067,94068,94069,94070,94071,94073,94074,94075,94076,94077,94078,94079,94080,94081]
100101;[92044,92024]
100102;[92012,92047]
100103;[92044,92051,92024,92004,92036]
100104;[92050,92007,92071,92046,92063]
100105;[92076,92033,92047,92064,92063,92077,92072,92050,92026,92062]
100106;[92048,92014,92075,92063,92051,92032,92020,92002,92033,92046]
100107;[92035,92026,92025,92004,92009,92062,92050,92036,92063,92064,92051,92073,92077,92047,92076,92033,92024,92072,92078,92044]
100108;[92025,92046,92026,92020,92044,92050,92014,92023,92076,92007,92071,92048,92049,92062,92012,92022,92064,92075,92019,92040]
100109;[92076,92050,92019,92051,92060,92020,92023,92071,92024,92035,92044,92002,92004,92026,92036,92046,92025,92048,92014,92040,92049,92062,92075,92063,92009,92033,92077,92078,92047,92072,92064,92073,92012,92007,92022,92032]
100110;[93001,93027]
100111;[93057,93007]
100112;[93053,93063,93008,93048,93055]
100113;[93057,93070,93049,93027,93030]
100114;[93032,93014,93062,93046,93071,93077,93047,93064,93050,93057]
100115;[93070,93013,93047,93032,93077,93029,93030,93045,93064,93051]
100116;[93072,93066,93059,93079,93001,93027,93031,93055,93030,93008,93013,93007,93010,93029,93063,93077,93062,93045,93061,93048]
100117;[93030,93062,93048,93074,93055,93051,93053,93007,93072,93059,93064,93029,93010,93046,93077,93047,93013,93066,93061,93057]
100118;[93008,93013,93032,93063,93047,93059,93050,93039,93071,93049,93045,93062,93072,93031,93006,93015,93001,93005,93048,93070,93061,93057,93078,93066,93077,93030,93007,93073,93051,93064,93053,93014,93027,93079,93010,93046,93033,93074,93029,93055]
100119;[94022,94074]
100120;[94065,94067]
100121;[94080,94033,94067,94052,94017]
100122;[94019,94065,94056,94015,94060]
100123;[94046,94028,94022,94002,94042,94074,94044,94017,94069,94015]
100124;[94069,94080,94081,94003,94044,94073,94077,94017,94056,94019]
100125;[94054,94073,94022,94078,94074,94021,94065,94034,94077,94038,94081,94001,94041,94002,94028,94044,94018,94046,94016,94003]
100126;[94022,94068,94001,94078,94033,94067,94002,94044,94075,94059,94069,94019,94073,94079,94074,94003,94052,94076,94058,94028]
100127;[94058,94034,94004,94019,94044,94043,94041,94074,94054,94060,94053,94046,94017,94056,94002,94069,94018,94081,94067,94047,94080,94015,94038,94055,94037,94068,94052,94071,94028,94079,94011,94070,94065,94075,94022,94077,94073,94078,94003,94021,94076,94048,94001,94033,94042,94016,94059]
100128;[75120,75111]
100129;[75105,75116]
100130;[75119,75120,75110,75118,75103]
100131;[75101,75120,75111,75119,75103]
100132;[75118,75119,75117,75108,75109,75102,75103,75116,75115,75106]
100133;[75114,75107,75102,75120,75101,75111,75106,75108,75118,75105]
100134;[75113,75114,75105,75106,75104,75101,75115,75109,75103,75110,75108,75116,75102,75111,75118,75112,75120,75119,75107,75117]
100135;[75105,75108,75102,75120,75115,75101,75110,75113,75112,75114,75103,75104,75116,75106,75119,75118,75117,75111,75109,75107]
100136;[75107,75116,75112,75105,75102,75109,75120,75104,75117,75106,75119,75114,75103,75110,75108,75113,75118,75111,75115,75101]
100137;[75115,92040]
100138;[75114,92048]
100139;[75114,92046,75105,75104,75113,75106,75112,75103,92075,75101]
100140;[75108,92078,92075,92051,75107,75114,92035,75120,92033,92020]
100141;[75117,92044,75108,75109,92024,75110,75118,92004,75107,75119,92051,75115,75102,75116,75103,92040,92026,92035,75106,92009]
100142;[75115,92047,75101,92049,92014,92078,92062,92019,92046,92060,75102,75112,75105,92022,92050,92026,75117,92024,92007,75118]
100143;[75107,75116,75112,75105,75102,75109,75120,75104,75117,75106,75119,75114,75103,75110,75108,75113,75118,75111,75115,75101,92076,92050,92019,92051,92060,92020,92023,92071,92024,92035,92044,92002,92004,92026,92036,92046,92025,92048,92014,92040,92049,92062,92075,92063,92009,92033,92077,92078,92047,92072,92064,92073,92012,92007,92022,92032]
100144;[75114,94037]
100145;[75102,94055]
100146;[75113,94043,94041,94037,94081,94076,94016,75114,94002,75112]
100147;[75103,94003,94042,94081,94053,75120,94080,94002,94078,94022]
100148;[75120,94067,75119,75118,75112,94033,94080,75117,75111,75110,94052,94058,75103,75113,75114,75102,75104,94017,75106,75105]
100149;[75120,94053,94070,75119,94054,94018,75113,94080,75109,94015,94079,75115,94042,75106,94022,94055,75101,75116,94034,94065]
100150;[75107,75116,75112,75105,75102,75109,75120,75104,75117,75106,75119,75114,75103,75110,75108,75113,75118,75111,75115,75101,94058,94034,94004,94019,94044,94043,94041,94074,94054,94060,94053,94046,94017,94056,94002,94069,94018,94081,94067,94047,94080,94015,94038,94055,94037,94068,94052,94071,94028,94079,94011,94070,94065,94075,94022,94077,94073,94078,94003,94021,94076,94048,94001,94033,94042,94016,94059]
100151;[92078,93039]
100152;[92026,93045]
100153;[92036,93039,92078,93031,93079]
100154;[92023,93078,93008,92073,93071]
100155;[92078,93039,93070,93066,93072,93059,92036,93031,93079,92004]
100156;[92044,93079,93007,93055,93008,93031,92032,92024,93033,93071]
100157;[92036,93039,92078,92004,92026,92035,92050,92062,92063,92073,92051,92025,93066,93072,92009,93031,93059,92033,92064,93079]
100158;[92009,93073,93078,93077,93010,93006,92025,93079,92014,92060,92073,92078,92076,92051,93008,93001,92024,93064,92071,92049]
100159;[92076,92050,92019,92051,92060,92020,92023,92071,92024,92035,92044,92002,92004,92026,92036,92046,92025,92048,92014,92040,92049,92062,92075,92063,92009,92033,92077,92078,92047,92072,92064,92073,92012,92007,92022,92032,93008,93013,93032,93063,93047,93059,93050,93039,93071,93049,93045,93062,93072,93031,93006,93015,93001,93005,93048,93070,93061,93057,93078,93066,93077,93030,93007,93073,93051,93064,93053,93014,93027,93079,93010,93046,93033,93074,93029,93055]
100160;[93048,94033]
